"produto","numero_nf","quantidade","total"
"MEMORIA DDR 3 16GB",198780,"1.00","140.00"
"GELADEIRA BRASTEMP",198790,"1.00","3000.00"
"SAO PAULO / SALVADOR",198800,"1.00","450.00"
"MOTOROLA TV",198830,"1.00","799.00"
"SAO PAULO / LIMA",198880,"1.00","1900.00"
"TITANS",198890,"1.00","98.00"
"THIEF",198900,"1.00","140.00"
"NOTEBOOK HP C-34",198930,"1.00","2300.00"
"DINOSSAUROS",198970,"1.00","40.00"
"NOKIA 549",198980,"1.00","450.00"
"MEMORIA DDR 3 8GB",199040,"1.00","90.00"
"TV LED 42 CCE",199060,"1.00","1600.00"
"GELADEIRA BRASTEMP",199070,"1.00","3000.00"
"HD 1T SAMSUNG",199140,"1.00","260.00"
"CARREGADOR TURBO CELULAR",199160,"1.00","99.00"
"HOMEM DE AÇO",199190,"1.00","45.00"
"MOTO G6",199210,"1.00","860.00"
"HOME THEATER LG",199220,"1.00","230.00"
"THIEF",199290,"1.00","140.00"
"SMART TV SAMSUNG 52",199310,"1.00","4300.00"
"SONY W100",199330,"1.00","980.00"
"IPAD 32",199380,"1.00","1900.00"
"PLAYSTATION 4",199390,"1.00","1980.00"
"IPOD NANO 16",199420,"1.00","300.00"
"SAMSUNG XY 3",199430,"1.00","800.00"
"SOUTH PLACE",199460,"1.00","98.00"
"GRAVITACIONAL",199470,"1.00","78.00"
"IPAD 64",199560,"1.00","2500.00"
"IPAD 64",199610,"1.00","2500.00"
"XTG RAD D1",199700,"1.00","800.00"
"REVELADOS",199720,"1.00","48.00"
"RIO DE JANEIRO / CAMPINAS",199750,"1.00","250.00"
"GRILL GEROGE FOREMAN",199770,"1.00","250.00"
"NOTEBOOK SONY 3D",199800,"1.00","2500.00"
"JOGOS MALÉFICOS",199860,"1.00","38.00"
"FUTEBOL 2018",199900,"1.00","145.00"
"GALAXY TAB 10",199930,"1.00","2300.00"
"SAMSUNG XY 4",199960,"1.00","1200.00"
"TV LED 42 CCE",199990,"1.00","1600.00"
"COMBO TECLADO E MOUSE",200030,"1.00","310.00"
"SMART TV PANASONIC 46",200050,"1.00","3099.00"
"ROTEADOR WIRELESS",200060,"1.00","90.00"
"ADVANCED AZURE",200070,"1.00","70.00"
"MAFIA",200100,"1.00","120.00"
"DREAMC VGA",200110,"1.00","150.00"
"MENTES CRIMINOSAS",200140,"1.00","210.00"
"CAMA CASAL",200180,"1.00","1000.00"
"UM CASO PERDIDO",200210,"1.00","56.00"
"MESA DE CENTRO",200280,"1.00","500.00"
"SMART TV PANASONIC 52",200290,"1.00","4200.00"
"SAO PAULO / ROMA",200300,"1.00","2800.00"
"COMBO TECLADO E MOUSE",200320,"1.00","310.00"
"A CASA",200340,"1.00","299.00"
"RIO DE JANEIRO / MADRID",200360,"1.00","1800.00"
"MOTO G6",200370,"1.00","860.00"
"CARTAO SD 128 GB SANDISK",200390,"1.00","156.00"
"DESKTOP I3",200430,"1.00","1800.00"
"MOTO Z PLAY 3",200440,"1.00","1150.00"
"MEMORIA DDR 3 32GB",200520,"1.00","350.00"
"O PEQUENO",200570,"1.00","43.00"
"DEVILCRY",200580,"1.00","120.00"
"MOTO Z PLAY 3",200610,"1.00","1150.00"
"EXCHANGE 2014",200710,"1.00","130.00"
"FABULA",200730,"1.00","120.00"
"CAMA SOLTEIRO",200750,"1.00","600.00"
"CAMA SOLTEIRO",200770,"1.00","600.00"
"NOTEBOOK LN 15",200780,"1.00","1500.00"
"HD 2T SAMSUNG",200820,"1.00","550.00"
"PHONE 5",200870,"1.00","2500.00"
"JUST DANCE",200910,"1.00","99.00"
"CARTAO SD 128 GB SANDISK",200930,"1.00","156.00"
"PENDRIVE 32 MULTILASER",200960,"1.00","50.00"
"TECLADO WIRELESS MULTILASER",200970,"1.00","120.00"
"MEMORIA DDR 3 4GB",200980,"1.00","80.00"
"IPAD 64",201010,"1.00","2500.00"
"REVELADOS",201060,"1.00","48.00"
"HOME THEATER PANASONIC",201100,"1.00","245.00"
"LAVADORA GANCA 10L",201110,"1.00","5400.00"
"NOTEBOOK ACER 15",201130,"1.00","1500.00"
"CARTAO SD 128 GB SANDISK",201140,"1.00","156.00"
"RIO DE JANEIRO / MIAMI",201160,"1.00","1900.00"
"SONY W200",201180,"1.00","1100.00"
"PHONE 4",201250,"1.00","1900.00"
"XTG SOUND",201270,"1.00","320.00"
"DESKTOP I5",201300,"1.00","2100.00"
"PLAYSTATION 3",201310,"1.00","980.00"
"CAVALEIROS DE PRATA",201340,"1.00","145.00"
"NOTEBOOK SONY JK",201350,"1.00","2800.00"
"MAFIA",201360,"1.00","120.00"
"RIO DE JANEIRO / PARIS",201410,"1.00","2300.00"
"ROTEADOR 18 PORTAS",201460,"1.00","300.00"
"PODEROSO CHEFE",201500,"1.00","98.00"
"CASOAS ANTIGOS",201560,"1.00","37.00"
"TSQL TUNING",201580,"1.00","90.00"
"MOCHILA NOTEBOOK 14 POL",201690,"1.00","89.00"
"DEVILCRY",201720,"1.00","120.00"
"SONY W500",201750,"1.00","1200.00"
"LAVA LOUCAS BRASTEMP",201780,"1.00","3500.00"
"JOGOS VORAZES",201810,"1.00","45.00"
"C# PRATICO",201830,"1.00","60.00"
"TV LED 32 SAMSUNG",201900,"1.00","1210.00"
"RIO DE JANEIRO / LONDRINA",201910,"1.00","430.00"
"DIABO",201930,"1.00","99.00"
"PLACA DE SOM",201970,"1.00","290.00"
"CRONICAS ANTIGAS",202000,"1.00","189.00"
"UM CASO PERDIDO",202010,"1.00","56.00"
"MAFIA",202020,"1.00","120.00"
"CARTAO SD 128 GB SANDISK",202060,"1.00","156.00"
"LAVA LOUCAS CCE",202070,"1.00","3600.00"
"SAO PAULO / LONDRINA",202090,"1.00","310.00"
"NOTEBOOK MSFT HIBR",202100,"1.00","4800.00"
"NOKIA QUARTY",202120,"1.00","300.00"
"DIABO",202160,"1.00","99.00"
"UM CASO PERDIDO",202210,"1.00","56.00"
"HD 2T",202300,"1.00","650.00"
"O IMORTAL",202340,"1.00","37.00"
"TITANS",202370,"1.00","98.00"
"AS CRÔNICAS DE ANDROMEDA",202390,"1.00","69.00"
"LIQUIDIFICADOR WALLITA",202410,"1.00","90.00"
"TV LED 42 SONY",202420,"1.00","2000.00"
"O PATRÃO",202430,"1.00","78.00"
"TV 3D PHILIPS 42",202480,"1.00","3800.00"
"ARMARIO COZINHA 6 PORTAS",202550,"1.00","2500.00"
"RIO DE JANEIRO / PARIS",202560,"1.00","2300.00"
"MOTO G5",202570,"1.00","679.00"
"RACK TV MOGNO",202580,"1.00","1500.00"
"CARREGADOR TURBO CELULAR",202590,"1.00","99.00"
"GRAVITACIONAL",202610,"1.00","78.00"
"WINDOWS 2016 VISAO GERAL",202620,"1.00","90.00"
"RIO DE JANEIRO / LONDRINA",202640,"1.00","430.00"
"COMBO TECLADO E MOUSE",202660,"1.00","310.00"
"NOTEBOOK SONY AWS",202690,"1.00","2750.00"
"TITANS",202790,"1.00","98.00"
"SAO PAULO / ROMA",202830,"1.00","2800.00"
"NOKIA ASHA 202",202870,"1.00","700.00"
"DESKTOP I5",202930,"1.00","2100.00"
"JUICER CCE",202940,"1.00","430.00"
"SAO PAULO / BELO HORIZONTE",202950,"1.00","250.00"
"SAMSUNG XY 4",203070,"1.00","1200.00"
"XTG E1",203090,"1.00","300.00"
"O PEQUENO",203120,"1.00","43.00"
"PLAYSTATION 3",203180,"1.00","980.00"
"TV LED 60 SONY",203220,"1.00","3900.00"
"TITANS",203240,"1.00","98.00"
"NOKIA 549",203260,"1.00","450.00"
"DRAGON BLAZER",203280,"1.00","90.00"
"HD 3T",203340,"1.00","760.00"
"IPAD MINI 16",203370,"1.00","1200.00"
"DESKTOP P5 HP",203390,"1.00","1400.00"
"DESKTOP P5 ML",203410,"1.00","1400.00"
"RIO DE JANEIRO / LIMA",203420,"1.00","1900.00"
"SMART TV PANASONIC 52",203450,"1.00","4200.00"
"CARTAO SD 64 GB SAMSUNG",203480,"1.00","78.00"
"CONJUNTO DE SOFA",203500,"1.00","3500.00"
"RIO DE JANEIRO / CURITIBA",203510,"1.00","450.00"
"O IMORTAL",203570,"1.00","37.00"
"LAVA LOUCAS BRASTEMP",203610,"1.00","3500.00"
"IPAD 32",203630,"1.00","1900.00"
"PENDRIVE 32 MULTILASER",203680,"1.00","50.00"
"SAO PAULO / SALVADOR",203690,"1.00","450.00"
"NOTEBOOK ACER 15",203700,"1.00","1500.00"
"DESKTOP I3",203760,"1.00","1800.00"
"SAO PAULO / MIAMI",203770,"1.00","2300.00"
"NOTEBOOK HP ONE",203810,"1.00","1870.00"
"MEMORIA DDR 3 4GB",203850,"1.00","80.00"
"DESKTOP P5 HP",203890,"1.00","1400.00"
"SMART TV PANASONIC 42",203910,"1.00","2200.00"
"DIÁRIO ROMÂNTICO",203930,"1.00","176.00"
"JUST DANCE",203940,"1.00","99.00"
"TV LED 55 LG",203970,"1.00","3900.00"
"TV LED 60 SONY",203990,"1.00","3900.00"
"TV LED 55 LG",204010,"1.00","3900.00"
"HD 1T",204030,"1.00","290.00"
"RIO DE JANEIRO / MIAMI",204040,"1.00","1900.00"
"LEITOR DE CARTOES MULTILASER",204080,"1.00","24.00"
"TV LED 50 LG",204090,"1.00","3100.00"
"LG OPTIMUS",204100,"1.00","890.00"
"NOTEBOOK MSFT 17",204120,"1.00","3100.00"
"DEVILCRY",204140,"1.00","120.00"
"UM CASO PERDIDO",204210,"1.00","56.00"
"TV LED 32 SONY",204240,"1.00","1000.00"
"SAMSUNG XY 4",204300,"1.00","1200.00"
"O PEQUENO",204310,"1.00","43.00"
"NOTEBOOK HP ONE",204340,"1.00","1870.00"
"GALAXY TAB 10",204410,"1.00","2300.00"
"PENDRIVE 16",204460,"1.00","30.00"
"CAVALEIRO DAS TREVAS",204470,"1.00","110.00"
"DIÁRIO ROMÂNTICO",204520,"1.00","176.00"
"NOTEBOOK HP ONE",204630,"1.00","1870.00"
"TV LED 42 SAMSUNG",204680,"1.00","2200.00"
"RIO DE JANEIRO / PARIS",204690,"1.00","2300.00"
"HD 3T SAMSUNG",204790,"1.00","700.00"
"NOTEBOOK SONY JK",204840,"1.00","2800.00"
"SAO PAULO / LIMA",204850,"1.00","1900.00"
"SMART TV PANASONIC 42",204900,"1.00","2200.00"
"MESA DE CENTRO",204930,"1.00","500.00"
"HOME THEATER LG",204940,"1.00","230.00"
"DRAGON BLAZER",204970,"1.00","90.00"
"GALAXY NOTE",205000,"1.00","2900.00"
"CARREGADOR TURBO CELULAR",205010,"1.00","99.00"
"SAO PAULO / SALVADOR",205070,"1.00","450.00"
"PC DUAL CORE",205120,"1.00","1350.00"
"RIO DE JANEIRO / CAMPINAS",205130,"1.00","250.00"
"SAO PAULO / RIO DE JANEIRO",205160,"1.00","230.00"
"TV LED 42 SONY",205190,"1.00","2000.00"
"DEVILCRY",205200,"1.00","120.00"
"TV LED 50 SAMSUNG",205320,"1.00","3300.00"
"MEMORIA DDR 3 4GB",205330,"1.00","80.00"
"SAO PAULO / BELO HORIZONTE",205350,"1.00","250.00"
"RIO DE JANEIRO / LIMA",205370,"1.00","1900.00"
"GALAXY TAB 10",205390,"1.00","2300.00"
"DESKTOP I5",205450,"1.00","2100.00"
"PENDRIVE 256",205470,"1.00","240.00"
"FREEZER 300L BRASTEMP",205490,"1.00","1800.00"
"DRAGON BLAZER",205510,"1.00","90.00"
"SAO PAULO / MADRID",205520,"1.00","2700.00"
"DESKTOP I5",205540,"1.00","2100.00"
"DESKTOP A5 PH",205620,"1.00","1300.00"
"TABLET 7 LENOVO",205680,"1.00","600.00"
"NOTEBOOK MSFT 17",205690,"1.00","3100.00"
"NOTEBOOK SONY JK",205720,"1.00","2800.00"
"CONJUNTO DE SOFA",205730,"1.00","3500.00"
"RIO DE JANEIRO / CURITIBA",205740,"1.00","450.00"
"PLACA DE SOM",205750,"1.00","290.00"
"SAO PAULO / BUENOS AIRES",205770,"1.00","1090.00"
"PHONE 5",205810,"1.00","2500.00"
"JUST DANCE",205830,"1.00","99.00"
"SAO PAULO / GOIANIA",205890,"1.00","400.00"
"MOTOROLA TV",205900,"1.00","799.00"
"NOTEBOOK HP C-34",205920,"1.00","2300.00"
"TV LED 42 LG",205960,"1.00","2000.00"
"FREEZER 300L BRASTEMP",205970,"1.00","1800.00"
"CARTAO SD 64 GB SAMSUNG",205990,"1.00","78.00"
"C# PRATICO",206000,"1.00","60.00"
"REVIVALS",206050,"1.00","145.00"
"GELADEIRA BRASTEMP",206080,"1.00","3000.00"
"IPAD 64",206110,"1.00","2500.00"
"DESKTOP P5 PH",206120,"1.00","1400.00"
"NOTEBOOK MSFT 17",206130,"1.00","3100.00"
"JUICER CCE",206150,"1.00","430.00"
"CRONICAS ANTIGAS",206160,"1.00","189.00"
"MEMORIA DDR 3 16GB",206220,"1.00","140.00"
"HUB SWITCH 6 PORTAS",206230,"1.00","79.00"
"XTG RAD D1",206240,"1.00","800.00"
"NOTEBOOK LN 15",206260,"1.00","1500.00"
"DESKTOP P5 HP",206280,"1.00","1400.00"
"HD 1T SAMSUNG",206290,"1.00","260.00"
"SMART TV PANASONIC 46",206350,"1.00","3099.00"
"SAMSUNG DUOS",206410,"1.00","1100.00"
"HD 1T SAMSUNG",206450,"1.00","260.00"
"MICROONDAS BRASTEMP",206460,"1.00","600.00"
"HD 2T",206470,"1.00","650.00"
"PENDRIVE 16",206480,"1.00","30.00"
"ROTEADOR WIRELESS",206550,"1.00","90.00"
"SOUTH PLACE",206560,"1.00","98.00"
"CARTAO SD 32 GB SANDISK",206570,"1.00","32.00"
"TABLET 7 LENOVO",206600,"1.00","600.00"
"O SENHOR DO CRIME",206620,"1.00","199.00"
"MOUSE OPTICO",206670,"1.00","59.00"
"FABULA",206680,"1.00","120.00"
"MP4 32 GB SONY",206720,"1.00","240.00"
"MP4 32 GB SONY",206730,"1.00","240.00"
"TV PLASMA PHILIPS 42",206740,"1.00","1200.00"
"NOTEBOOK SONY 3D",206810,"1.00","2500.00"
"GRAVITACIONAL",206860,"1.00","78.00"
"RIO DE JANEIRO / MADRID",206880,"1.00","1800.00"
"PENDRIVE 64 ML",206910,"1.00","85.00"
"DESKTOP 17",206960,"1.00","2300.00"
"HD 3T SAMSUNG",206990,"1.00","700.00"
"C# PRATICO",207040,"1.00","60.00"
"GRILL GEROGE FOREMAN",207050,"1.00","250.00"
"TV LED 60 SONY",207070,"1.00","3900.00"
"SAO PAULO / MADRID",207090,"1.00","2700.00"
"IPAD MINI 16",207110,"1.00","1200.00"
"TV LED 50 SONY",207130,"1.00","3200.00"
"NOTEBOOK MSFT TOUCH",207150,"1.00","3500.00"
"SAO PAULO / MIAMI",207180,"1.00","2300.00"
"ROTEADOR 18 PORTAS",207260,"1.00","300.00"
"SAO PAULO / RECIFE",207270,"1.00","360.00"
"TECLADO WIRELESS MULTILASER",207370,"1.00","120.00"
"MIXER BRITANIA",207500,"1.00","90.00"
"PC DUAL CORE",207570,"1.00","1350.00"
"PENDRIVE 64",207610,"1.00","80.00"
"SONY W500",207650,"1.00","1200.00"
"AS CRÔNICAS DE ANDROMEDA",207690,"1.00","69.00"
"HD 2T SAMSUNG",207760,"1.00","550.00"
"SMART TV PANASONIC 32",207770,"1.00","1099.00"
"MAFIA",207790,"1.00","120.00"
"BATEDEIRA BRASTEMP",207810,"1.00","120.00"
"SONY W500",207820,"1.00","1200.00"
"VINGANÇA",207870,"1.00","45.00"
"NOTEBOOK SONY 3D",207890,"1.00","2500.00"
"PC DUAL CORE",207940,"1.00","1350.00"
"RIO DE JANEIRO / CURITIBA",207960,"1.00","450.00"
"DESKTOP 17",208020,"1.00","2300.00"
"IPAD 32",208050,"1.00","1900.00"
"SMART TV SAMSUNG 52",208060,"1.00","4300.00"
"PANIFICADORA BRITANIA",208180,"1.00","250.00"
"TSQL TUNING",208200,"1.00","90.00"
"ROTEADOR 18 PORTAS",208320,"1.00","300.00"
"MEMORIA DDR 3 16GB",208340,"1.00","140.00"
"MOUSE OPTICO",208450,"1.00","59.00"
"RACK TV MOGNO",208470,"1.00","1500.00"
"O SENHOR DO CRIME",208480,"1.00","199.00"
"SAO PAULO / GOIANIA",208500,"1.00","400.00"
"MEMORIA DDR 3 16GB",208520,"1.00","140.00"
"TECLADO WIRELESS",208570,"1.00","89.00"
"PENDRIVE 64",208580,"1.00","80.00"
"MOTOROLA TV",208600,"1.00","799.00"
"SAO PAULO / LONDRINA",208650,"1.00","310.00"
"TITANS",208690,"1.00","98.00"
"JOGOS VORAZES",208700,"1.00","45.00"
"CAMA SOLTEIRO",208750,"1.00","600.00"
"SAO PAULO / SALVADOR",208840,"1.00","450.00"
"CAVALEIRO DOS 7 REINOS",208850,"1.00","30.00"
"XTG RAD D3",208940,"1.00","700.00"
"MOTO G6",208960,"1.00","860.00"
"CRONICAS ANTIGAS",208980,"1.00","189.00"
"NOTEBOOK MSFT 17",209020,"1.00","3100.00"
"XTG E1",209030,"1.00","300.00"
"TV LED 50 SONY",209070,"1.00","3200.00"
"TV LED 50 LG",209110,"1.00","3100.00"
"UM CASO PERDIDO",209160,"1.00","56.00"
"NOTEBOOK ACER 17",209210,"1.00","2100.00"
"HOME THEATER LG",209220,"1.00","230.00"
"RAIDER",209230,"1.00","120.00"
"CARTAO SD 64 GB SAMSUNG",209270,"1.00","78.00"
"O PATRÃO",209290,"1.00","78.00"
"MAFIA",209320,"1.00","120.00"
"ADVANCED AZURE",209330,"1.00","70.00"
"XTG SOUND",209380,"1.00","320.00"
"ADVANCED AZURE",209430,"1.00","70.00"
"DESKTOP P5 HP",209490,"1.00","1400.00"
"ROTEADOR WIRELESS",209510,"1.00","90.00"
"FAMILIA PARATTO",209540,"1.00","134.00"
"UM CASO PERDIDO",209550,"1.00","56.00"
"SMART TV PANASONIC 46",209560,"1.00","3099.00"
"FREEZER 300L BRASTEMP",209600,"1.00","1800.00"
"NOTEBOOK SONY 3D",209630,"1.00","2500.00"
"CARTAO SD 64 GB SAMSUNG",209650,"1.00","78.00"
"GRAVITACIONAL",209670,"1.00","78.00"
"DESKTOP A5 PH",209690,"1.00","1300.00"
"NOTEBOOK ACER 15",209720,"1.00","1500.00"
"PENDRIVE 32 MULTILASER",209750,"1.00","50.00"
"DEVILCRY",209760,"1.00","120.00"
"TECLADO WIRELESS",209770,"1.00","89.00"
"MOTO G6",209780,"1.00","860.00"
"HUB SWITCH 6 PORTAS",209790,"1.00","79.00"
"THIEF",209800,"1.00","140.00"
"CARREGADOR UNIVERSAL NOKIA",209820,"1.00","100.00"
"NOTEBOOK HP INOVE",209830,"1.00","3300.00"
"SMART TV PANASONIC 32",209850,"1.00","1099.00"
"SAO PAULO / SALVADOR",209880,"1.00","450.00"
"TV LED 42 LG",209910,"1.00","2000.00"
"TV LED 60 SONY",209920,"1.00","3900.00"
"SMART TV PANASONIC 42",209930,"1.00","2200.00"
"REVIVALS",209940,"1.00","145.00"
"CADEIRA DE FERRO",209950,"1.00","300.00"
"RIO DE JANEIRO / MIAMI",209960,"1.00","1900.00"
"HOME THEATER LG",209990,"1.00","230.00"
"MOTO G5",210010,"1.00","679.00"
"SMART TV PANASONIC 42",210060,"1.00","2200.00"
"SONY W500",210070,"1.00","1200.00"
"TECLADO WIRELESS MULTILASER",210080,"1.00","120.00"
"MESA JANTAR 6 LUGARES",210090,"1.00","2500.00"
"LIQUIDIFICADOR WALLITA",210110,"1.00","90.00"
"MENTES CRIMINOSAS",210120,"1.00","210.00"
"PENDRIVE 64",210140,"1.00","80.00"
"HD 2T",210170,"1.00","650.00"
"DESKTOP P5 PH",210220,"1.00","1400.00"
"IPOD NANO 32",210230,"1.00","450.00"
"SAO PAULO / ROMA",210270,"1.00","2800.00"
"TV LED 55 LG",210280,"1.00","3900.00"
"SAMSUNG DUOS",210320,"1.00","1100.00"
"RIO DE JANEIRO / NEW YORK",210350,"1.00","2600.00"
"IPOD NANO 32",210360,"1.00","450.00"
"RIO DE JANEIRO / LONDRINA",210390,"1.00","430.00"
"MEMORIA DDR 3 16GB",210400,"1.00","140.00"
"JACKSON",210510,"1.00","34.00"
"HD 1T",210540,"1.00","290.00"
"LAVADORA LG 10L",210580,"1.00","2800.00"
"NOTEBOOK MSFT TOUCH",210590,"1.00","3500.00"
"A CULPA É DAS ESTRELAS",210600,"1.00","24.00"
"LAVA LOUCAS CCE",210610,"1.00","3600.00"
"TV PLASMA PHILIPS 42",210630,"1.00","1200.00"
"HD 1T",210670,"1.00","290.00"
"GALAXY NOTE",210680,"1.00","2900.00"
"ROTEADOR WIRELESS",210700,"1.00","90.00"
"CAVALEIROS DE PRATA",210720,"1.00","145.00"
"DESKTOP A5 PH",210730,"1.00","1300.00"
"JOGOS MALÉFICOS",210740,"1.00","38.00"
"HOME THEATER LG",210750,"1.00","230.00"
"LG C397",210810,"1.00","500.00"
"HD 3T SAMSUNG",210840,"1.00","700.00"
"RAIDER",210900,"1.00","120.00"
"MESA JANTAR 6 LUGARES",210990,"1.00","2500.00"
"CADEIRA DE FERRO",211020,"1.00","300.00"
"HOME THEATER PANASONIC",211030,"1.00","245.00"
"SAMSUNG DUOS",211040,"1.00","1100.00"
"RIO DE JANEIRO / NEW YORK",211060,"1.00","2600.00"
"RIO DE JANEIRO / LIMA",211100,"1.00","1900.00"
"ARMARIO COZINHA 6 PORTAS",211130,"1.00","2500.00"
"DRAGON BLAZER",211160,"1.00","90.00"
"HOMEM DE AÇO",211240,"1.00","45.00"
"A VIDA SECRETA",211260,"1.00","37.00"
"MEMORIA DDR 3 4GB",211280,"1.00","80.00"
"MENTES CRIMINOSAS",211290,"1.00","210.00"
"SAO PAULO / BUENOS AIRES",211350,"1.00","1090.00"
"JOGOS VORAZES",211370,"1.00","45.00"
"MIXER WALLITA",211380,"1.00","160.00"
"BATEDEIRA BRASTEMP",211410,"1.00","120.00"
"CRONICAS ANTIGAS",211450,"1.00","189.00"
"SMART TV PHILIPS 46",211530,"1.00","3199.00"
"CARREGADOR TURBO CELULAR",211570,"1.00","99.00"
"JUST DANCE",211600,"1.00","99.00"
"PHONE 4",211640,"1.00","1900.00"
"DESKTOP 17",211660,"1.00","2300.00"
"RIO DE JANEIRO / NEW YORK",211680,"1.00","2600.00"
"MOCHILA NOTEBOOK 14 POL",211690,"1.00","89.00"
"SONY W200",211720,"1.00","1100.00"
"NOTEBOOK MSFT HIBR",211750,"1.00","4800.00"
"NOTEBOOK SONY 3D",211770,"1.00","2500.00"
"CAVALEIRO DOS 7 REINOS",211790,"1.00","30.00"
"TV LED 50 SONY",211800,"1.00","3200.00"
"MP4 32 GB SONY",211860,"1.00","240.00"
"O SUPER-HERÓI",211870,"1.00","45.00"
"SONY I7",211890,"1.00","2500.00"
"CAMA CASAL",211930,"1.00","1000.00"
"PENDRIVE 16",211980,"1.00","30.00"
"SMART TV PANASONIC 52",212060,"1.00","4200.00"
"MEMORIA DDR 3 16GB",212070,"1.00","140.00"
"CARREGADOR UNIVERSAL NOKIA",212080,"1.00","100.00"
"RIO DE JANEIRO / LIMA",212110,"1.00","1900.00"
"DREAMC VGA",212180,"1.00","150.00"
"MEMORIA DDR 3 16GB",212210,"1.00","140.00"
"RAIDER",212240,"1.00","120.00"
"RAIDER",212250,"1.00","120.00"
"FAMILIA PARATTO",212260,"1.00","134.00"
"FABULA",212270,"1.00","120.00"
"ESCOLINHA DO JUCA",212300,"1.00","56.00"
"MOTO G5",212320,"1.00","679.00"
"SAMSUNG XY 4",212330,"1.00","1200.00"
"MOCHILA NOTEBOOK 15.6 POL",212350,"1.00","109.00"
"SAMSUNG XY 4",212380,"1.00","1200.00"
"SONY W100",212400,"1.00","980.00"
"NOTEBOOK ACER 15",212420,"1.00","1500.00"
"JOGOS VORAZES",212440,"1.00","45.00"
"TABLET 7 LENOVO",212450,"1.00","600.00"
"JUST DANCE",212460,"1.00","99.00"
"O PATRÃO",212480,"1.00","78.00"
"CARTAO SD 32 GB SANDISK",212500,"1.00","32.00"
"SAO PAULO / LIMA",212510,"1.00","1900.00"
"MOTO G5",212570,"1.00","679.00"
"HD 2T",212620,"1.00","650.00"
"DIABO",212630,"1.00","99.00"
"CAVALEIRO DAS TREVAS",212660,"1.00","110.00"
"A CULPA É DAS ESTRELAS",212680,"1.00","24.00"
"NOTEBOOK ACER 15",212710,"1.00","1500.00"
"CARTAO SD 64 GB SAMSUNG",212720,"1.00","78.00"
"FANTASY STAR",212730,"1.00","89.00"
"PANIFICADORA BRITANIA",212760,"1.00","250.00"
"LAVA LOUCAS BRASTEMP",212780,"1.00","3500.00"
"ROTEADOR 18 PORTAS",212790,"1.00","300.00"
"MOTOROLA TV",212820,"1.00","799.00"
"SAMSUNG XY 3",212830,"1.00","800.00"
"SAO PAULO / LIMA",212870,"1.00","1900.00"
"TV LED 50 LG",212940,"1.00","3100.00"
"LIQUIDIFICADOR ARNO",213030,"1.00","87.00"
"TV LED 60 SONY",213080,"1.00","3900.00"
"CARREGADOR TURBO CELULAR",213090,"1.00","99.00"
"SMART TV PANASONIC 42",213100,"1.00","2200.00"
"EXCHANGE 2014",213110,"1.00","130.00"
"TV PLASMA PHILIPS 42",213120,"1.00","1200.00"
"JUST DANCE",213150,"1.00","99.00"
"DESKTOP A5 ML",213180,"1.00","1300.00"
"REVIVALS",213190,"1.00","145.00"
"REVELADOS",213200,"1.00","48.00"
"RAIDER",213210,"1.00","120.00"
"PENDRIVE 64 ML",213230,"1.00","85.00"
"JUICER ARNO",213240,"1.00","450.00"
"PENDRIVE 128",213280,"1.00","146.00"
"PENDRIVE 32 MULTILASER",213310,"1.00","50.00"
"MESA JANTAR 6 LUGARES",213330,"1.00","2500.00"
"SMART TV PANASONIC 32",213410,"1.00","1099.00"
"DESKTOP I5",213430,"1.00","2100.00"
"MIXER BRITANIA",213520,"1.00","90.00"
"TV LED 50 LG",213560,"1.00","3100.00"
"A TEORIA",213570,"1.00","198.00"
"SAO PAULO / RIO DE JANEIRO",213600,"1.00","230.00"
"CHAPA A GAS GANCA",213610,"1.00","1800.00"
"CARTAO SD 128 GB SANDISK",213670,"1.00","156.00"
"ROTEADOR WIRELESS",213680,"1.00","90.00"
"JUICER WALLITA",213690,"1.00","450.00"
"TV LED 55 LG",213710,"1.00","3900.00"
"GALAXY TAB 10",213740,"1.00","2300.00"
"DINOSSAUROS",213800,"1.00","40.00"
"SAO PAULO / SALVADOR",213850,"1.00","450.00"
"WINDOWS 2016 VISAO GERAL",213870,"1.00","90.00"
"PODEROSO CHEFE",213880,"1.00","98.00"
"NOTEBOOK HP INOVE",213920,"1.00","3300.00"
"CARREGADOR UNIVERSAL NOKIA",213930,"1.00","100.00"
"VINGANÇA",213950,"1.00","45.00"
"MESA 4 LUGARES",213960,"1.00","1000.00"
"LIQUIDIFICADOR WALLITA",214000,"1.00","90.00"
"CONJUNTO DE SOFA",214020,"1.00","3500.00"
"MOCHILA NOTEBOOK 15.6 POL",214030,"1.00","109.00"
"PENDRIVE 64",214050,"1.00","80.00"
"SONY I5",214080,"1.00","1800.00"
"LIQUIDIFICADOR ARNO",214110,"1.00","87.00"
"REVELADOS",214160,"1.00","48.00"
"SMART TV SAMSUNG 52",214220,"1.00","4300.00"
"SAO PAULO / SALVADOR",214240,"1.00","450.00"
"MOTO G6",214250,"1.00","860.00"
"TV LED 42 LG",214270,"1.00","2000.00"
"SOCCER 2018",214290,"1.00","145.00"
"TV LED 55 LG",214300,"1.00","3900.00"
"MOTO G5",214310,"1.00","679.00"
"HD 1T",214330,"1.00","290.00"
"RIO DE JANEIRO / PARIS",214360,"1.00","2300.00"
"SAO PAULO / MIAMI",214400,"1.00","2300.00"
"ADAPTADOR WIRELESS",214470,"1.00","89.00"
"IPOD NANO 32",214530,"1.00","450.00"
